55.47527419463827,10.3236533922137, 24
55.4753223278923,10.32396977793541, 24
55.47540573105481,10.32388501870932, 24
55.47566880254112,10.32434827632936, 24
55.47541859193434,10.32460255165622, 24
55.47551485268829,10.32523532841348, 24
55.47593187223161,10.32481154012117, 24
55.47619494012621,10.32527481008486, 24
55.47561111015407,10.3258681082071, 24
55.47570736433166,10.32650089103696, 24
55.4764580062249,10.32573808622055, 24
55.4767210705276,10.32620136852832, 24
55.47580361522106,10.32713367690296, 24
55.4758998628222,10.327766465805, 24
55.47698413303432,10.32666465700829, 24
55.47724719374493,10.32712795166053, 24
55.47599610713505,10.328399257743, 24
55.47609234815959,10.32903205271681, 24
55.47751025265944,10.32759125248517, 24
55.47777330977775,10.32805455948231, 24
55.47618858589578,10.32966485072637, 24
55.47628482034359,10.33029765177157, 24
55.47803636509983,10.32851787265204, 24
55.47742621920217,10.33021817870239, 24
